AM;Last name;First name;New course code;New course name;Old course code;Old course name;Grade
SR000392;ΕΠΩΝΥΜΟ 0392;ΟΝΟΜΑ 0392;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;2.5
SR000392;ΕΠΩΝΥΜΟ 0392;ΟΝΟΜΑ 0392;ICE1-8301;ΔΙΚΤΥΑ ΚΙΝΗΤΩΝ ΕΠΙΚΟΙΝΩΝΙΩΝ;ICE1-8301;ΔΙΚΤΥΑ ΚΙΝΗΤΩΝ ΕΠΙΚΟΙΝΩΝΙΩΝ;6.8
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;9.3
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR000393;ΕΠΩΝΥΜΟ 0393;ΟΝΟΜΑ 0393;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR000395;ΕΠΩΝΥΜΟ 0395;ΟΝΟΜΑ 0395;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;7.5
SR000395;ΕΠΩΝΥΜΟ 0395;ΟΝΟΜΑ 0395;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;10.0
SR000395;ΕΠΩΝΥΜΟ 0395;ΟΝΟΜΑ 0395;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR000396;ΕΠΩΝΥΜΟ 0396;ΟΝΟΜΑ 0396;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;8.6
SR000396;ΕΠΩΝΥΜΟ 0396;ΟΝΟΜΑ 0396;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;2.5
SR000399;ΕΠΩΝΥΜΟ 0399;ΟΝΟΜΑ 0399;ICE1-7110;ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΔΙΟΙΚΗΣΗΣ;ICE1-7110;ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΔΙΟΙΚΗΣΗΣ;8.6
SR000400;ΕΠΩΝΥΜΟ 0400;ΟΝΟΜΑ 0400;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;7.5
SR000400;ΕΠΩΝΥΜΟ 0400;ΟΝΟΜΑ 0400;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;8.6
SR000400;ΕΠΩΝΥΜΟ 0400;ΟΝΟΜΑ 0400;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;3.4
SR000400;ΕΠΩΝΥΜΟ 0400;ΟΝΟΜΑ 0400;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;9.4
SR000400;ΕΠΩΝΥΜΟ 0400;ΟΝΟΜΑ 0400;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;7.5
SR000401;ΕΠΩΝΥΜΟ 0401;ΟΝΟΜΑ 0401;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;10.0
SR000401;ΕΠΩΝΥΜΟ 0401;ΟΝΟΜΑ 0401;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000401;ΕΠΩΝΥΜΟ 0401;ΟΝΟΜΑ 0401;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000401;ΕΠΩΝΥΜΟ 0401;ΟΝΟΜΑ 0401;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000401;ΕΠΩΝΥΜΟ 0401;ΟΝΟΜΑ 0401;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;8.6
SR000402;ΕΠΩΝΥΜΟ 0402;ΟΝΟΜΑ 0402;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;0.3
SR000402;ΕΠΩΝΥΜΟ 0402;ΟΝΟΜΑ 0402;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;8.6
SR000403;ΕΠΩΝΥΜΟ 0403;ΟΝΟΜΑ 0403;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;7.4
SR000404;ΕΠΩΝΥΜΟ 0404;ΟΝΟΜΑ 0404;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;3.4
SR000404;ΕΠΩΝΥΜΟ 0404;ΟΝΟΜΑ 0404;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;4.0
SR000404;ΕΠΩΝΥΜΟ 0404;ΟΝΟΜΑ 0404;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;8.6
SR000404;ΕΠΩΝΥΜΟ 0404;ΟΝΟΜΑ 0404;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;3.4
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;3.4
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;7.5
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;0.3
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;0.3
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;0.3
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;0.3
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;10.0
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;10.0
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;3.5
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;3.4
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;6.8
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;8.6
SR000406;ΕΠΩΝΥΜΟ 0406;ΟΝΟΜΑ 0406;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;8.6
SR000407;ΕΠΩΝΥΜΟ 0407;ΟΝΟΜΑ 0407;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;3.4
SR000407;ΕΠΩΝΥΜΟ 0407;ΟΝΟΜΑ 0407;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;0.3
SR000409;ΕΠΩΝΥΜΟ 0409;ΟΝΟΜΑ 0409;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;8.6
SR000409;ΕΠΩΝΥΜΟ 0409;ΟΝΟΜΑ 0409;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;8.6
SR000409;ΕΠΩΝΥΜΟ 0409;ΟΝΟΜΑ 0409;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;7.5
SR000409;ΕΠΩΝΥΜΟ 0409;ΟΝΟΜΑ 0409;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;3.7
SR000409;ΕΠΩΝΥΜΟ 0409;ΟΝΟΜΑ 0409;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;7.8
SR000409;ΕΠΩΝΥΜΟ 0409;ΟΝΟΜΑ 0409;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;1.1
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-3006;ΑΡΧΙΤΕΚΤΟΝΙΚΗ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-3006;ΑΡΧΙΤΕΚΤΟΝΙΚΗ ΥΠΟΛΟΓΙΣΤΩΝ;7.5
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;0.3
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;1.1
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-4003;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ ΙΙ;ICE1-4003;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ ΙΙ;3.5
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-4003;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ ΙΙ;ICE1-4003;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ ΙΙ;1.1
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;1.4
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;2.4
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;1.8
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;6.8
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;6.5
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-6003;ΜΕΤΑΓΛΩΤΤΙΣΤΕΣ;ICE1-6003;ΜΕΤΑΓΛΩΤΤΙΣΤΕΣ;10.0
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-7101;ΣΧΕΔΙΑΣΜΟΣ ΚΑΙ ΑΝΑΠΤΥΞΗ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ ;ICE1-7101;ΣΧΕΔΙΑΣΜΟΣ ΚΑΙ ΑΝΑΠΤΥΞΗ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ ;2.0
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-8102;ΓΡΑΦΙΚΑ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-8102;ΓΡΑΦΙΚΑ ΥΠΟΛΟΓΙΣΤΩΝ;7.5
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-7207;ΡΟΜΠΟΤΙΚΗ;ICE1-7207;ΡΟΜΠΟΤΙΚΗ;0.3
SR000412;ΕΠΩΝΥΜΟ 0412;ΟΝΟΜΑ 0412;ICE1-6005;ΚΑΤΑΝΕΜΗΜΕΝΑ ΣΥΣΤΗΜΑΤΑ;ICE1-6005;ΚΑΤΑΝΕΜΗΜΕΝΑ ΣΥΣΤΗΜΑΤΑ;0.3
SR000413;ΕΠΩΝΥΜΟ 0413;ΟΝΟΜΑ 0413;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR000413;ΕΠΩΝΥΜΟ 0413;ΟΝΟΜΑ 0413;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;10.0
SR000413;ΕΠΩΝΥΜΟ 0413;ΟΝΟΜΑ 0413;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000413;ΕΠΩΝΥΜΟ 0413;ΟΝΟΜΑ 0413;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000413;ΕΠΩΝΥΜΟ 0413;ΟΝΟΜΑ 0413;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000413;ΕΠΩΝΥΜΟ 0413;ΟΝΟΜΑ 0413;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;8.6
SR000415;ΕΠΩΝΥΜΟ 0415;ΟΝΟΜΑ 0415;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;0.3
SR000417;ΕΠΩΝΥΜΟ 0417;ΟΝΟΜΑ 0417;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;0.3
SR000420;ΕΠΩΝΥΜΟ 0420;ΟΝΟΜΑ 0420;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;1.8
SR000421;ΕΠΩΝΥΜΟ 0421;ΟΝΟΜΑ 0421;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;8.6
SR000421;ΕΠΩΝΥΜΟ 0421;ΟΝΟΜΑ 0421;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;3.4
SR000421;ΕΠΩΝΥΜΟ 0421;ΟΝΟΜΑ 0421;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;5.1
SR000422;ΕΠΩΝΥΜΟ 0422;ΟΝΟΜΑ 0422;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;7.5
SR000422;ΕΠΩΝΥΜΟ 0422;ΟΝΟΜΑ 0422;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000422;ΕΠΩΝΥΜΟ 0422;ΟΝΟΜΑ 0422;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000422;ΕΠΩΝΥΜΟ 0422;ΟΝΟΜΑ 0422;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000423;ΕΠΩΝΥΜΟ 0423;ΟΝΟΜΑ 0423;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;7.5
SR000423;ΕΠΩΝΥΜΟ 0423;ΟΝΟΜΑ 0423;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;7.5
SR000423;ΕΠΩΝΥΜΟ 0423;ΟΝΟΜΑ 0423;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;10.0
SR000423;ΕΠΩΝΥΜΟ 0423;ΟΝΟΜΑ 0423;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;0.3
SR000423;ΕΠΩΝΥΜΟ 0423;ΟΝΟΜΑ 0423;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;10.0
